level_0,index,mep_id,last_name,first_name_y,gender,country,term_number,year,group,position,section,description,ep_president,ep_vp,ep_quaestor
3392,152616,124809,SCHULZE,Sven,man,Germany,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
3393,152617,124809,SCHULZE,Sven,man,Germany,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation to the Parliamentary Assembly of the Union for the Mediterranean,0,0,0
3396,164258,96754,CAMP,Wim van de,man,Netherlands,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3397,164259,96754,CAMP,Wim van de,man,Netherlands,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee of Inquiry into Emission Measurements in the Automotive Sector,0,0,0
3401,164263,96754,CAMP,Wim van de,man,Netherlands,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Budgetary Control,0,0,0
3402,164264,96754,CAMP,Wim van de,man,Netherlands,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on Budgetary Control,0,0,0
3413,164275,96754,CAMP,Wim van de,man,Netherlands,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on International Trade,0,0,0
3414,164276,96754,CAMP,Wim van de,man,Netherlands,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Committee on International Trade,0,0,0
3425,164287,96754,CAMP,Wim van de,man,Netherlands,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on Transport and Tourism,0,0,0
3426,164288,96754,CAMP,Wim van de,man,Netherlands,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Committee on Transport and Tourism,0,0,0
3443,164305,96754,CAMP,Wim van de,man,Netherlands,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the People's Republic of China,0,0,0
3444,164306,96754,CAMP,Wim van de,man,Netherlands,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Member,Delegation for relations with the People's Republic of China,0,0,0
3449,164311,96754,CAMP,Wim van de,man,Netherlands,8,2016.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Cariforum-EU Parliamentary Committee,0,0,0
3450,164312,96754,CAMP,Wim van de,man,Netherlands,8,2017.0,Group of the European People's Party (Christian Democrats),Member,Substitute,Delegation to the Cariforum-EU Parliamentary Committee,0,0,0
